time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1950-10-23T16:13:28.000Z,14.31,-91.917,65.3,7.2,mw,,,,,iscgem,iscgem895966,2015-02-12T22:39:12.082Z,Guatemala,earthquake
1951-10-22T03:29:35.000Z,23.917,121.343,25,7.2,mw,,,,,iscgem,iscgem894824,2015-02-12T21:44:52.040Z,Taiwan,earthquake
1953-07-02T06:57:00.000Z,-19.092,169.635,236.2,7.2,mw,,,,,iscgem,iscgem891794,2015-02-12T20:17:43.938Z,Vanuatu,earthquake
1954-02-01T01:06:56.000Z,24.057,143.467,15,7.2,mw,,,,,iscgem,iscgem890294,2015-02-12T23:22:04.949Z,"Volcano Islands, Japan region",earthquake
1954-04-29T11:34:39.000Z,29.112,-113.024,10,7.2,mw,,,,,iscgem,iscgem890579,2015-02-12T20:45:11.708Z,"Baja California, Mexico",earthquake
1955-03-18T00:06:52.000Z,54.252,160.884,59.2,7.2,mw,,,,,iscgem,iscgem889331,2015-02-12T23:20:11.525Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
1955-05-30T12:31:44.000Z,24.319,142.412,558.9,7.2,mw,,,,,iscgem,iscgem889583,2015-02-12T23:35:56.760Z,"Volcano Islands, Japan region",earthquake
1957-03-16T02:34:18.000Z,51.419,-178.87,25,7.2,mw,,,,,iscgem,iscgem886172,2015-02-12T22:57:58.700Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1957-09-24T08:21:14.000Z,5.327,127.005,35,7.2,mw,,,,,iscgem,iscgem887230,2015-02-12T20:13:36.932Z,Philippine Islands region,earthquake
1958-03-11T00:26:02.000Z,24.945,124.327,35,7.2,mw,,,,,iscgem,iscgem883985,2015-02-12T20:28:42.777Z,"southwestern Ryukyu Islands, Japan",earthquake
1959-08-15T08:57:06.000Z,22.078,121.105,25,7.2,mw,,,,,iscgem,iscgem882641,2015-02-12T22:31:35.174Z,Taiwan region,earthquake
1959-08-18T06:37:20.000Z,44.63,-110.891,10,7.2,mw,,,,,iscgem,iscgem882673,2015-02-12T22:53:34.795Z,"Yellowstone National Park, Wyoming",earthquake
1960-11-24T06:52:47.000Z,-24.678,-176.248,30,7.2,mw,,,,,iscgem,iscgem880846,2015-02-12T22:59:35.766Z,south of the Fiji Islands,earthquake
1961-01-16T07:20:13.000Z,36.121,141.758,30,7.2,mw,,,,,iscgem,iscgem875966,2015-02-12T23:18:29.567Z,"near the east coast of Honshu, Japan",earthquake
1961-08-31T01:48:39.000Z,-10.688,-70.925,597.5,7.2,mw,,,,,iscgem,iscgem877295,2015-02-12T20:13:23.221Z,Peru-Brazil border region,earthquake
1962-07-26T08:14:46.000Z,7.512,-82.729,25,7.2,mw,,,,,iscgem,iscgem17292186,2015-02-12T22:48:34.924Z,south of Panama,earthquake
1962-12-08T21:27:21.000Z,-25.802,-63.21,588.7,7.2,mw,,,,,iscgem,iscgem875774,2015-02-12T20:12:18.155Z,"Santiago Del Estero, Argentina",earthquake
1963-02-13T08:50:04.000Z,24.411,122.094,30,7.2,mw,,,,,iscgem,iscgem17293338,2015-02-12T23:18:32.099Z,Taiwan region,earthquake
1963-03-16T08:44:50.000Z,46.636,154.783,15,7.2,mw,,,,,iscgem,iscgem871982,2015-02-12T20:59:15.684Z,east of the Kuril Islands,earthquake
1963-09-17T19:20:14.000Z,-10.466,165.36,45,7.2,mw,,,,,iscgem,iscgem17294275,2015-02-12T21:43:25.484Z,Santa Cruz Islands,earthquake
1965-06-11T03:34:04.000Z,44.578,148.699,58,7.2,mw,,,,,iscgem,iscgem855991,2015-02-12T21:30:28.338Z,Kuril Islands,earthquake
1965-08-11T03:40:58.000Z,-15.449,166.98,25,7.2,mw,,,,,iscgem,iscgem854451,2015-02-12T22:45:55.865Z,Vanuatu,earthquake
1965-08-13T12:40:32.000Z,-16.198,167.607,35,7.2,mw,,,,,iscgem,iscgem854556,2015-02-12T22:55:08.671Z,Vanuatu,earthquake
1967-10-09T17:21:49.000Z,-21.182,-179.186,636.8,7.2,mw,,,,,iscgem,iscgem830163,2015-02-12T20:11:10.797Z,Fiji region,earthquake
1967-12-25T01:23:32.000Z,-5.208,153.742,35,7.2,mw,,,,,iscgem,iscgem828730,2015-02-12T23:08:35.332Z,"New Ireland region, Papua New Guinea",earthquake
1968-02-19T22:45:45.000Z,39.368,24.957,15,7.2,mw,,,,,iscgem,iscgem826342,2015-02-12T22:48:32.992Z,Aegean Sea,earthquake
1968-05-23T17:24:18.000Z,-41.659,172.02,20,7.2,mw,,,,,iscgem,iscgem822588,2015-02-12T21:52:42.378Z,South Island of New Zealand,earthquake
1968-08-14T22:14:23.000Z,0.157,119.802,20,7.2,mw,,,,,iscgem,iscgem818025,2015-02-12T22:02:52.491Z,"Minahasa, Sulawesi, Indonesia",earthquake
1969-02-10T22:58:06.000Z,-22.797,178.82,660,7.2,mw,,,,,iscgem,iscgem812084,2015-02-12T21:20:23.900Z,south of the Fiji Islands,earthquake
1969-02-11T22:16:13.000Z,-6.784,126.581,430.5,7.2,mw,,,,,iscgem,iscgem812115,2015-02-12T21:15:37.273Z,Banda Sea,earthquake
1969-12-25T21:32:31.000Z,15.648,-59.694,20,7.2,mw,,,,,iscgem,iscgem801426,2015-02-12T21:56:21.377Z,"east of Dominica, Leeward Islands",earthquake
1970-01-10T12:07:07.000Z,6.785,126.682,40,7.2,mw,,,,,iscgem,iscgem799944,2015-03-20T15:08:33.245Z,"Mindanao, Philippines",earthquake
1970-06-15T11:14:51.000Z,-54.476,-64.499,10,7.2,mw,,,,,iscgem,iscgem794605,2015-02-12T23:10:59.521Z,"Tierra del Fuego, Argentina region",earthquake
1972-02-29T09:23:01.000Z,33.453,140.929,59.8,7.2,mw,,,,,iscgem,iscgem776553,2015-02-12T22:25:46.024Z,"Izu Islands, Japan region",earthquake
1972-03-30T05:34:53.000Z,-25.758,179.665,495.8,7.2,mw,,,,,iscgem,iscgem775781,2015-02-12T21:19:51.221Z,south of the Fiji Islands,earthquake
1972-04-28T23:32:11.000Z,-5.154,154.191,409.9,7.2,mw,,,,,iscgem,iscgem774887,2015-03-20T15:19:36.920Z,"Bougainville region, Papua New Guinea",earthquake
2005-06-15T02:50:53.000Z,41.3,-125.97,10,7.2,mwc,,,,,gcmt,gcmt20050615025053,2015-03-24T18:43:44.418Z,off the coast of Northern California,earthquake
2011-01-18T20:23:23.480Z,28.777,63.951,68,7.2,mww,372,25.3,,1.3,us,usp000htb4,2015-03-24T01:38:29.480Z,southwestern Pakistan,earthquake
2011-01-02T20:20:17.780Z,-38.355,-73.326,24,7.2,mww,397,30.1,,1.1,us,usp000hsfq,2015-03-24T01:40:01.826Z,"Araucania, Chile",earthquake
2012-01-10T18:36:59.080Z,2.433,93.21,19,7.2,mww,443,17,,1.09,us,usp000jdar,2015-03-24T18:27:02.234Z,off the west coast of northern Sumatra,earthquake
2004-11-15T09:06:56.560Z,4.695,-77.508,15,7.2,mwb,708,50.2,,0.9,us,usp000d8gx,2015-03-24T01:57:55.476Z,near the west coast of Colombia,earthquake
2005-07-24T15:42:06.210Z,7.92,92.19,16,7.2,mwc,636,26.4,,0.93,us,usp000dvtc,2015-03-24T18:28:27.160Z,"Nicobar Islands, India region",earthquake
2011-08-20T16:55:02.810Z,-18.365,168.143,32,7.2,mww,280,18.4,,1.26,us,usp000j6r4,2015-03-24T18:46:17.824Z,Vanuatu,earthquake
1970-12-10T04:34:41.000Z,-4.026,-80.542,25,7.2,mw,,,,,iscgem,iscgem789028,2015-03-20T15:12:06.462Z,Peru-Ecuador border region,earthquake
1991-11-19T22:28:51.090Z,4.554,-77.442,21.3,7.2,mw,,,,1.2,us,usp0004zbt,2015-02-13T21:34:22.065Z,near the west coast of Colombia,earthquake
2005-08-16T02:46:00.000Z,38.27,142.03,40,7.2,,,,,,atlas,atlas20050816024600,2015-02-04T07:11:05.044Z,"near the east coast of Honshu, Japan",earthquake
2010-04-04T22:40:43.100Z,32.297,-115.278,4,7.2,mwc,406,24.2,,,us,usp000habu,2015-02-21T20:54:01.209Z,"Baja California, Mexico",earthquake
2014-11-15T02:31:41.720Z,1.8929,126.5217,45,7.1,mww,,18,1.397,0.71,us,usc000sxh8,2015-03-20T18:42:02.735Z,"154km NW of Kota Ternate, Indonesia",earthquake
2013-02-06T01:23:19.760Z,-11.183,164.882,10,7.1,mww,550,18.4,,1.19,us,usc000f1se,2014-11-07T01:50:01.073Z,"114km WSW of Lata, Solomon Islands",earthquake
2013-02-08T15:26:38.470Z,-10.928,166.018,21,7.1,mww,334,16.5,,0.92,us,usc000f40j,2015-01-30T17:48:22.415Z,"31km SE of Lata, Solomon Islands",earthquake
2013-09-25T16:42:43.170Z,-15.8385,-74.5112,40,7.1,mww,,17,4.446,0.9,us,usb000jzma,2015-01-28T15:48:23.413Z,"46km SSE of Acari, Peru",earthquake
2013-10-15T00:12:32.050Z,9.8796,124.1167,19.04,7.1,mww,,12,3.144,1.3,us,usb000kdb4,2015-01-28T13:44:29.246Z,"4km SE of Sagbayan, Philippines",earthquake
2013-10-25T17:10:19.710Z,37.1557,144.6611,35,7.1,mww,,10,3.968,1.01,us,usc000kn4n,2015-04-12T06:02:46.978Z,"Off the east coast of Honshu, Japan",earthquake
2014-04-11T07:07:23.130Z,-6.5858,155.0485,60.53,7.1,mww,,21,3.729,0.88,us,usc000pft9,2014-07-01T02:37:56.000Z,"56km WSW of Panguna, Papua New Guinea",earthquake
2014-11-01T18:57:22.380Z,-19.6903,-177.7587,434,7.1,mww,,13,4.415,0.84,us,usc000stdc,2015-01-20T09:03:09.040Z,"144km NE of Ndoi Island, Fiji",earthquake
1973-06-24T02:43:25.500Z,43.318,146.442,50,7.1,ms,,,,,us,usp00002bv,2015-03-20T15:24:08.189Z,Kuril Islands,earthquake
1974-02-01T03:12:33.100Z,-7.383,155.575,40,7.1,ms,,,,,us,usp000053r,2015-03-20T15:27:18.381Z,Solomon Islands,earthquake
1974-08-18T10:44:12.800Z,-38.453,-73.431,36,7.1,ms,,,,,us,usp00007nz,2015-03-20T15:29:17.352Z,"Araucania, Chile",earthquake
1975-11-29T14:47:40.400Z,19.334,-155.024,5,7.1,ms,,,,,us,usp0000dsc,2015-02-12T21:47:54.223Z,"Hawaii region, Hawaii",earthquake
1976-06-25T19:18:56.900Z,-4.603,140.091,33,7.1,ms,,,,,us,usp0000h1p,2015-02-12T20:38:01.939Z,"Papua, Indonesia",earthquake
1976-10-29T02:51:07.600Z,-4.517,139.918,33,7.1,ms,,,,,us,usp0000k3d,2015-03-20T15:39:20.937Z,"Papua, Indonesia",earthquake
1977-08-26T19:50:01.400Z,-59.426,-20.508,33,7.1,ms,,,,,us,usp0000qbd,2015-02-12T23:25:04.939Z,east of the South Sandwich Islands,earthquake
1978-03-24T21:05:48.200Z,42.839,78.606,33,7.1,ms,,,,,us,usp0000tn6,2015-03-20T15:46:13.237Z,Kyrgyzstan,earthquake
1978-11-05T22:02:07.100Z,-11.132,162.136,33,7.1,ms,,,,,us,usp0000x9z,2015-03-20T15:49:36.447Z,Solomon Islands,earthquake
1979-02-28T21:27:06.100Z,60.642,-141.593,15,7.1,ms,,,,,us,usp0000z2a,2015-02-12T20:23:37.734Z,Southern Alaska,earthquake
1979-08-26T14:31:22.100Z,19.066,122.096,15,7.1,ms,,,,,us,usp00012mz,2015-03-20T15:52:59.907Z,"Babuyan Islands region, Philippines",earthquake
1979-10-23T09:51:06.700Z,-10.615,161.284,22,7.1,ms,,,,,us,usp00013nn,2015-03-20T15:53:44.357Z,Solomon Islands,earthquake
1979-11-27T17:10:32.900Z,33.962,59.726,10,7.1,ms,,,,,us,usp000147t,2015-02-12T23:22:36.062Z,eastern Iran,earthquake
1981-07-28T17:22:24.620Z,30.013,57.794,33,7.1,ms,,,,1.2,us,usp0001ezf,2015-02-12T23:23:53.015Z,eastern Iran,earthquake
1981-12-26T17:05:32.520Z,-29.934,-177.741,33,7.1,ms,,,,1.2,us,usp0001hp7,2015-02-12T23:38:24.880Z,"Kermadec Islands, New Zealand",earthquake
1982-01-11T06:10:06.490Z,13.752,124.358,45.7,7.1,ms,,,,1.1,us,usp0001hze,2015-03-20T16:01:32.825Z,"Catanduanes, Philippines",earthquake
1982-07-04T01:20:06.800Z,27.929,136.967,536,7.1,mw,,,,1,us,usp0001n8w,2015-02-12T22:20:59.564Z,"west of the Bonin Islands, Japan",earthquake
1982-07-23T14:23:53.570Z,36.194,141.702,36.6,7.1,mw,,,,1,us,usp0001nkk,2015-03-20T16:03:15.319Z,"near the east coast of Honshu, Japan",earthquake
1983-04-03T02:50:01.180Z,8.717,-83.123,37,7.1,mw,,,,1,us,usp0001u4p,2015-03-20T16:05:49.263Z,Costa Rica,earthquake
1983-08-17T10:55:54.130Z,55.867,161.287,62.6,7.1,mw,,,,1.2,us,usp0001xqy,2015-03-20T16:07:49.094Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
1984-05-30T07:49:43.660Z,-4.843,151.577,174.4,7.1,mw,,,,1.2,us,usp00024qw,2015-03-20T16:11:39.384Z,"New Britain region, Papua New Guinea",earthquake
1984-11-01T04:48:50.270Z,8.185,-38.794,10,7.1,mw,,,,1,us,usp00028pr,2015-02-12T22:33:53.314Z,central Mid-Atlantic Ridge,earthquake
1984-11-15T02:46:19.880Z,-22.022,170.95,104.7,7.1,mw,,,,1,us,usp000292p,2015-02-12T21:15:15.326Z,southeast of the Loyalty Islands,earthquake
1984-11-17T06:49:30.020Z,0.197,98.027,33,7.1,mw,,,,1.1,us,usp000294z,2015-03-20T16:13:41.289Z,"Nias region, Indonesia",earthquake
1985-11-17T09:40:21.290Z,-1.639,134.911,10,7.1,mw,,,,1.4,us,usp0002mvw,2015-03-20T16:19:26.009Z,"near the north coast of Papua, Indonesia",earthquake
1985-12-21T01:13:22.410Z,-13.966,166.516,43,7.1,mw,,,,1.2,us,usp0002p4n,2015-03-20T16:20:02.800Z,Vanuatu,earthquake
1986-01-15T20:17:42.710Z,-21.277,170.102,150,7.1,mw,,,,1.2,us,usp0002q31,2015-02-12T22:46:53.784Z,southeast of the Loyalty Islands,earthquake
1986-05-26T19:06:15.990Z,-20.19,178.86,538.3,7.1,mw,,,,0.9,us,usp0002uf4,2015-02-12T23:26:09.388Z,south of the Fiji Islands,earthquake
1986-06-16T10:48:25.780Z,-22.037,-178.925,547,7.1,mw,,,,1.1,us,usp0002v3n,2015-02-12T20:38:48.181Z,south of the Fiji Islands,earthquake
1987-06-17T01:32:53.720Z,-5.577,130.791,67.3,7.1,mw,,,,1.1,us,usp00035ur,2015-03-20T16:27:54.962Z,Banda Sea,earthquake
1988-04-12T23:19:55.570Z,-17.192,-72.305,33.1,7.1,mw,,,,1.2,us,usp0003ezg,2015-03-20T16:31:58.900Z,near the coast of southern Peru,earthquake
1988-10-08T04:46:24.530Z,-18.771,-172.415,35.2,7.1,mw,,,,1,us,usp0003mmh,2015-02-12T21:20:56.946Z,Tonga region,earthquake
1989-02-10T11:15:24.680Z,2.305,126.76,44,7.1,mw,,,,1.3,us,usp0003rqq,2015-03-20T16:35:27.955Z,Molucca Sea,earthquake
1989-05-05T18:28:39.450Z,-8.281,-71.381,593.4,7.1,mw,,,,1,us,usp0003uxu,2015-03-20T16:36:37.279Z,"Acre, Brazil",earthquake
1989-09-04T13:14:58.250Z,55.543,-156.835,11.4,7.1,mw,,,,1.2,us,usp0003z7h,2015-02-12T20:15:08.198Z,south of Alaska,earthquake
1989-12-07T13:38:44.850Z,-6.436,146.383,104.4,7.1,mw,,,,0.9,us,usp00042ug,2015-03-20T16:39:31.367Z,"eastern New Guinea region, Papua New Guinea",earthquake
2000-02-25T01:43:58.640Z,-19.528,173.818,33,7.1,mwc,,,,1.2,us,usp0009nxg,2015-02-12T20:31:15.815Z,Vanuatu region,earthquake
2001-01-09T16:49:28.000Z,-14.928,167.17,103,7.1,mwb,372,,,1.15,us,usp000a7cv,2015-03-20T17:44:57.830Z,Vanuatu,earthquake
2001-02-24T07:23:48.730Z,1.271,126.249,35,7.1,mwc,426,,,1.05,us,usp000aa8b,2015-03-20T17:46:45.036Z,Molucca Sea,earthquake
2001-08-21T06:52:06.250Z,-36.813,-179.575,33,7.1,mwc,478,,,1.18,us,usp000amsn,2015-02-12T22:07:33.917Z,east of the North Island of New Zealand,earthquake
2001-12-12T14:02:35.040Z,-42.813,124.688,10,7.1,mwc,255,,,0.97,us,usp000aufx,2015-02-12T22:12:09.007Z,south of Australia,earthquake
2002-03-31T06:52:50.490Z,24.279,122.179,32.8,7.1,mwc,550,,,0.96,us,usp000b1e2,2015-03-20T17:52:24.735Z,Taiwan region,earthquake
2002-04-26T16:06:07.000Z,13.088,144.619,85.7,7.1,mwc,257,,,1.04,us,usp000b37m,2015-03-20T17:53:03.781Z,Guam region,earthquake
2003-03-17T16:36:17.310Z,51.272,177.978,33,7.1,mwb,607,30.3,,1.26,us,usp000bsvs,2015-02-12T23:27:15.130Z,"Rat Islands, Aleutian Islands, Alaska",earthquake
2003-06-20T06:19:38.910Z,-7.606,-71.722,558.1,7.1,mwc,672,22.5,,0.89,us,usp000c0ag,2015-03-20T17:59:24.961Z,"Amazonas, Brazil",earthquake
2004-01-03T16:23:21.020Z,-22.253,169.683,22,7.1,mwc,597,39.8,,1.06,us,usp000cgz9,2015-02-12T22:44:26.530Z,southeast of the Loyalty Islands,earthquake
2004-07-15T04:27:14.730Z,-17.656,-178.76,565.5,7.1,mwc,208,52.2,,0.93,us,usp000d06s,2015-02-12T20:35:58.733Z,Fiji region,earthquake
2004-11-22T20:26:23.900Z,-46.676,164.721,10,7.1,mwc,585,14.7,,1.13,us,usp000d8ze,2015-03-24T00:42:56.573Z,off the west coast of the South Island of New Zealand,earthquake
2004-11-26T02:25:03.310Z,-3.609,135.404,10,7.1,mwc,439,28.8,,1.18,us,usp000d975,2015-03-20T18:05:57.403Z,"Papua, Indonesia",earthquake
2005-03-02T10:42:12.230Z,-6.527,129.933,201.7,7.1,mwb,569,18.1,,1.16,us,usp000dhc1,2015-02-12T23:03:54.739Z,Banda Sea,earthquake
2007-03-25T00:40:01.610Z,-20.617,169.357,34,7.1,mwb,426,25.3,,1,us,usp000f7b4,2015-03-24T18:44:08.358Z,Vanuatu,earthquake
2008-04-12T00:30:12.600Z,-55.664,158.453,16,7.1,mwc,541,34.9,,0.99,us,usp000g3q9,2015-02-12T20:19:17.817Z,Macquarie Island region,earthquake
1990-03-05T16:38:12.570Z,-18.318,168.063,20.7,7.1,mw,,,,1.2,us,usp000467e,2015-03-20T16:40:42.172Z,Vanuatu,earthquake
1990-05-24T20:00:08.190Z,5.358,31.848,16,7.1,mw,,,,1,us,usp00049qe,2015-03-20T16:42:39.955Z,Sudan,earthquake
1990-05-24T20:09:23.240Z,-7.363,120.363,588.9,7.1,mw,,,,0.9,us,usp00049qg,2015-03-20T16:42:43.524Z,Flores Sea,earthquake
1990-06-14T07:40:56.210Z,11.76,121.899,18.1,7.1,mw,,,,1.2,us,usp0004ag6,2015-03-20T16:43:34.799Z,"Panay, Philippines",earthquake
1990-08-12T21:25:21.950Z,-19.435,169.132,140.4,7.1,mw,,,,1.1,us,usp0004dad,2015-03-20T16:45:00.264Z,Vanuatu,earthquake
1990-11-06T20:14:29.740Z,53.452,169.871,24.8,7.1,mw,,,,0.9,us,usp0004gkj,2015-02-12T21:22:11.489Z,"Komandorskiye Ostrova, Russia region",earthquake
1991-04-05T04:19:49.520Z,-5.982,-77.094,19.8,7.1,mw,,,,1,us,usp0004pyn,2015-03-20T16:48:37.302Z,northern Peru,earthquake
1991-08-17T22:17:14.680Z,41.821,-125.397,13.5,7.1,mw,,,,1.2,us,usp0004vh7,2015-02-12T21:16:17.178Z,offshore Northern California,earthquake
1992-05-17T09:49:19.110Z,7.239,126.645,32.8,7.1,mw,,,,1.2,us,usp00057gu,2015-03-20T16:53:45.262Z,"Mindanao, Philippines",earthquake
1993-03-06T03:05:49.870Z,-10.972,164.181,20.4,7.1,mwb,,,,1.2,us,usp0005p26,2015-02-12T21:01:34.693Z,Santa Cruz Islands region,earthquake
1994-09-01T15:15:53.080Z,40.402,-125.68,10,7.1,mwb,,,,1,us,usp0006hsx,2015-02-12T22:02:40.379Z,offshore Northern California,earthquake
1994-11-14T19:15:30.660Z,13.525,121.067,31.5,7.1,mw,,,,1.1,us,usp0006nn2,2015-02-13T21:55:51.676Z,"Mindoro, Philippines",earthquake
1995-02-05T22:51:05.140Z,-37.759,178.752,21.1,7.1,mw,,,,1,us,usp0006sef,2015-03-20T17:08:12.313Z,off the east coast of the North Island of New Zealand,earthquake
1995-05-05T03:53:45.050Z,12.626,125.297,16,7.1,mw,,,,0.9,us,usp0006ww5,2015-03-20T17:10:03.633Z,"Samar, Philippines",earthquake
1995-05-27T13:03:52.650Z,52.629,142.827,11,7.1,mwb,,,,0.9,us,usp0006y50,2015-02-12T21:11:46.258Z,"Sakhalin, Russia",earthquake
1995-08-23T07:06:02.760Z,18.856,145.218,594.9,7.1,mwb,,,,0.9,us,usp00072a1,2015-03-20T17:12:26.394Z,"Pagan region, Northern Mariana Islands",earthquake
1995-10-18T10:37:26.380Z,27.929,130.175,28.4,7.1,mw,,,,1.2,us,usp00075bd,2015-03-20T17:13:32.923Z,"Ryukyu Islands, Japan",earthquake
1995-12-25T04:43:24.460Z,-6.903,129.151,141.9,7.1,mw,,,,1,us,usp00079k5,2015-03-20T17:14:40.793Z,Banda Sea,earthquake
1996-02-25T03:08:15.870Z,15.978,-98.07,21.1,7.1,mw,,,,1.2,us,usp0007dv6,2015-02-13T21:57:19.464Z,"offshore Oaxaca, Mexico",earthquake
1996-06-11T18:22:55.730Z,12.614,125.154,33,7.1,mwc,,,,0.9,us,usp0007jkw,2015-03-20T17:17:27.253Z,"Samar, Philippines",earthquake
1997-01-23T02:15:22.970Z,-21.999,-65.719,276.2,7.1,mwc,,,,0.94,us,usp0007w7v,2015-03-20T17:22:12.490Z,"Potosi, Bolivia",earthquake
1997-02-27T21:08:02.360Z,29.976,68.208,33,7.1,mwc,,,,1.17,us,usp0007xx2,2015-03-20T17:22:30.757Z,Pakistan,earthquake
1997-05-25T23:22:33.190Z,-32.115,179.791,332.7,7.1,mwc,,,,1.16,us,usp00082uf,2015-02-12T21:18:37.310Z,south of the Kermadec Islands,earthquake
1997-10-15T01:03:33.460Z,-30.933,-71.22,58,7.1,mwc,,,,1.05,us,usp000892b,2015-03-20T17:26:25.508Z,"Coquimbo, Chile",earthquake
1998-01-30T12:16:08.690Z,-23.913,-70.207,42,7.1,mwc,,,,1.11,us,usp0008f7c,2015-03-20T17:27:41.835Z,"Antofagasta, Chile",earthquake
1998-08-20T06:40:55.820Z,28.932,139.329,440.5,7.1,mwb,,,,0.92,us,usp0008tje,2015-02-12T20:48:51.383Z,"Bonin Islands, Japan region",earthquake
1999-03-04T08:52:01.900Z,5.397,121.937,33,7.1,mwc,,,,1.17,us,usp00093u0,2015-03-20T17:32:58.383Z,"Sulu Archipelago, Philippines",earthquake
1999-04-08T13:10:34.080Z,43.607,130.35,565.7,7.1,mwc,,,,0.84,us,usp00095z9,2015-03-20T17:33:49.936Z,"Jilin-Heilongjiang border region, China",earthquake
1999-05-10T20:33:02.090Z,-5.159,150.88,138,7.1,mwb,,,,0.93,us,usp00097rj,2015-03-20T17:34:22.665Z,"New Britain region, Papua New Guinea",earthquake
1999-05-16T00:51:20.460Z,-4.751,152.486,73.7,7.1,mwc,,,,0.95,us,usp000982a,2015-03-20T17:34:30.160Z,"New Britain region, Papua New Guinea",earthquake
1999-10-16T09:46:44.130Z,34.594,-116.271,0,7.1,mwc,,,,,us,usp0009fwb,2015-02-17T16:37:35.518Z,Southern California,earthquake
2010-08-12T11:54:15.580Z,-1.266,-77.306,206.7,7.1,mwc,672,12.4,,0.87,us,usp000hj05,2015-03-24T01:11:20.392Z,Ecuador,earthquake
2011-08-20T18:19:23.550Z,-18.311,168.218,28,7.1,mww,564,12.3,,1.07,us,usp000j6rj,2015-03-24T01:19:59.246Z,Vanuatu,earthquake
1909-03-13T14:29:00.000Z,35.407,142.29,15,7.1,mw,,,,,iscgem,iscgem16958018,2015-02-12T21:04:29.508Z,"off the east coast of Honshu, Japan",earthquake
1912-08-09T01:29:03.000Z,40.638,27.023,15,7.1,mw,,,,,iscgem,iscgem16958205,2015-02-12T23:32:12.074Z,western Turkey,earthquake
1916-01-13T06:18:35.000Z,-3.196,135.731,25,7.1,mw,,,,,iscgem,iscgem913749,2015-02-12T22:11:42.165Z,"Papua, Indonesia",earthquake
1918-10-11T14:14:42.000Z,18.802,-67.219,15,7.1,mw,,,,,iscgem,iscgem913306,2015-02-12T23:14:56.263Z,Puerto Rico region,earthquake
1918-12-02T09:47:34.000Z,11.391,-43.549,10,7.1,mw,,,,,iscgem,iscgem913359,2015-02-12T20:42:57.917Z,northern Mid-Atlantic Ridge,earthquake
1921-10-15T04:58:19.000Z,-12.745,166.868,35,7.1,mw,,,,,iscgem,iscgem912341,2015-02-12T23:08:25.852Z,Santa Cruz Islands,earthquake
1922-09-01T19:16:07.000Z,24.33,121.842,20,7.1,mw,,,,,iscgem,iscgem911999,2015-02-12T21:06:32.839Z,Taiwan,earthquake
1924-03-04T10:07:53.000Z,9.791,-83.915,15,7.1,mw,,,,,iscgem,iscgem910853,2015-02-12T22:27:20.807Z,Costa Rica,earthquake
1924-05-04T16:51:50.000Z,-21.246,-178.755,535,7.1,mw,,,,,iscgem,iscgem910936,2015-02-12T22:12:46.619Z,Fiji region,earthquake
1924-07-24T04:55:19.000Z,-49.522,158.911,15,7.1,mw,,,,,iscgem,iscgem911040,2015-02-12T23:20:45.836Z,north of Macquarie Island,earthquake
1924-08-30T03:04:59.000Z,8.963,126.893,15,7.1,mw,,,,,iscgem,iscgem911077,2015-02-12T21:52:47.814Z,"Mindanao, Philippines",earthquake
1925-04-11T10:42:06.000Z,-34.646,58.358,10,7.1,mw,,,,,iscgem,iscgem910440,2015-02-12T22:34:59.860Z,South Indian Ocean,earthquake
1925-05-03T17:21:47.000Z,1.19,126.304,15,7.1,mw,,,,,iscgem,iscgem910473,2015-02-12T23:03:48.920Z,Molucca Sea,earthquake
1926-09-10T10:34:27.000Z,-9.156,110.617,35,7.1,mw,,,,,iscgem,iscgem910100,2015-02-12T22:48:54.607Z,"south of Java, Indonesia",earthquake
1926-09-16T17:59:12.000Z,-9.504,159.451,15,7.1,mw,,,,,iscgem,iscgem910107,2015-02-12T20:36:52.880Z,Solomon Islands,earthquake
1927-01-24T01:05:47.000Z,-18.313,167.64,30,7.1,mw,,,,,iscgem,iscgem909067,2015-02-12T23:46:05.963Z,Vanuatu,earthquake
1927-03-03T01:05:10.000Z,-6.718,122.094,15,7.1,mw,,,,,iscgem,iscgem909124,2015-02-12T20:39:21.402Z,Flores Sea,earthquake
1927-08-10T11:36:12.000Z,-0.56,131.764,15,7.1,mw,,,,,iscgem,iscgem909442,2015-02-12T22:01:41.884Z,"near the north coast of Papua, Indonesia",earthquake
1928-04-14T09:00:00.000Z,42.329,25.717,10,7.1,mw,,,,,iscgem,iscgem908596,2015-02-12T23:19:09.805Z,Bulgaria,earthquake
1928-04-18T19:22:56.000Z,42.356,25.109,15,7.1,mw,,,,,iscgem,iscgem908608,2015-02-12T22:39:02.451Z,Bulgaria,earthquake
1928-06-29T22:49:43.000Z,-15.651,170.959,15,7.1,mw,,,,,iscgem,iscgem908762,2015-02-12T20:18:09.102Z,Vanuatu region,earthquake
1929-02-02T00:00:25.000Z,-1.179,-22.284,10,7.1,mw,,,,,iscgem,iscgem907884,2015-02-12T22:10:18.481Z,central Mid-Atlantic Ridge,earthquake
