time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
1991-07-06T12:19:49.560Z,-13.108,-72.187,104.5,7,mwb,,,,1.2,us,usp0004tuc,2015-03-20T16:50:08.996Z,central Peru,earthquake
1991-09-30T00:21:46.410Z,-20.878,-178.591,566.4,7,mw,,,,1,us,usp0004x7f,2015-02-12T22:57:21.263Z,Fiji region,earthquake
1992-05-27T05:13:38.810Z,-11.122,165.239,18.8,7,mw,,,,0.9,us,usp000585d,2015-03-20T16:54:14.306Z,Santa Cruz Islands,earthquake
1993-05-11T18:26:51.320Z,7.219,126.57,58.7,7,mwb,,,,1.1,us,usp0005sm4,2015-03-20T16:58:28.412Z,"Mindanao, Philippines",earthquake
1993-05-24T23:51:28.240Z,-22.671,-66.543,221,7,mwb,,,,0.8,us,usp0005te6,2015-02-12T23:34:53.056Z,"Jujuy, Argentina",earthquake
1993-08-09T12:42:48.190Z,36.379,70.868,214.5,7,mwb,,,,1.2,us,usp0005y6k,2015-03-20T16:59:20.334Z,"Hindu Kush region, Afghanistan",earthquake
1993-08-10T00:51:53.250Z,-45.277,166.927,28.1,7,mw,,,,1.1,us,usp0005y7g,2015-02-12T20:15:43.041Z,off the west coast of the South Island of New Zealand,earthquake
1993-11-13T01:18:04.180Z,51.934,158.647,34,7,mw,,,,1,us,usp00063mj,2015-03-20T17:01:04.721Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
1993-12-29T07:48:14.200Z,-20.23,169.789,33,7,mw,,,,1.1,us,usp00065sh,2015-03-20T17:01:24.382Z,Vanuatu,earthquake
1994-01-21T02:24:29.960Z,1.015,127.733,19.9,7,mwb,,,,1.2,us,usp0006744,2015-03-20T17:02:13.158Z,"Halmahera, Indonesia",earthquake
1994-02-12T17:58:23.990Z,-20.553,169.361,27.7,7,mwb,,,,1,us,usp00068eg,2015-03-20T17:02:28.835Z,Vanuatu,earthquake
1994-03-14T04:30:15.750Z,-1.278,-23.569,10,7,mw,,,,1.4,us,usp00069pg,2015-02-12T21:30:19.791Z,central Mid-Atlantic Ridge,earthquake
1995-01-06T22:37:34.320Z,40.246,142.175,26.9,7,mw,,,,0.9,us,usp0006qyz,2015-03-20T17:07:55.825Z,"near the east coast of Honshu, Japan",earthquake
1995-10-03T01:51:23.900Z,-2.75,-77.881,24.4,7,mw,,,,0.9,us,usp00074c4,2015-03-20T17:12:55.904Z,Peru-Ecuador border region,earthquake
1996-06-02T02:52:09.550Z,10.797,-42.254,10,7,mwc,,,,1.1,us,usp0007j1e,2015-02-12T21:53:48.849Z,northern Mid-Atlantic Ridge,earthquake
1996-07-22T14:19:35.770Z,1,120.45,33,7,mwc,,,,1.2,us,usp0007me1,2015-03-20T17:17:51.375Z,"Minahasa, Sulawesi, Indonesia",earthquake
1997-07-09T19:24:13.170Z,10.598,-63.486,19.9,7,mwc,,,,1.25,us,usp00084m2,2015-02-12T23:09:13.338Z,"Sucre, Venezuela",earthquake
1997-09-20T16:11:32.150Z,-28.683,-177.624,30,7,mwc,,,,0.99,us,usp00087s6,2015-02-12T21:50:28.980Z,Kermadec Islands region,earthquake
1997-11-15T18:59:24.300Z,-15.145,167.375,123.1,7,mwc,,,,1.09,us,usp0008aqx,2015-03-20T17:26:47.603Z,Vanuatu,earthquake
1997-11-25T12:14:33.630Z,1.241,122.536,24,7,mwc,,,,1.18,us,usp0008baj,2015-03-20T17:26:54.059Z,"Minahasa, Sulawesi, Indonesia",earthquake
1998-04-01T17:56:23.360Z,-0.544,99.261,55.7,7,mwc,,,,0.92,us,usp0008jd7,2015-03-20T17:28:09.843Z,"southern Sumatra, Indonesia",earthquake
1998-07-16T11:56:36.420Z,-11.04,166.16,110.2,7,mwc,,,,0.88,us,usp0008rm2,2015-03-20T17:29:16.995Z,Santa Cruz Islands,earthquake
1998-07-17T08:49:13.280Z,-2.961,141.926,10,7,mwc,,,,1.28,us,usp0008rpa,2015-02-12T20:11:38.086Z,"near the north coast of New Guinea, Papua New Guinea",earthquake
1998-11-09T05:38:44.220Z,-6.92,128.946,33,7,mwc,,,,1.09,us,usp0008xw8,2015-03-20T17:31:04.281Z,Banda Sea,earthquake
1999-01-19T03:35:33.840Z,-4.596,153.235,114.1,7,mwc,,,,1.34,us,usp00091ag,2015-03-20T17:31:56.863Z,"New Ireland region, Papua New Guinea",earthquake
1999-06-15T20:42:05.930Z,18.386,-97.436,70,7,mwc,,,,1.06,us,usp00099y6,2015-03-20T17:34:49.268Z,"Puebla, Mexico",earthquake
1999-11-15T05:42:43.220Z,-1.339,88.976,10,7,mwc,,,,0.99,us,usp0009hnt,2015-02-12T20:53:58.184Z,South Indian Ocean,earthquake
1999-11-19T13:56:46.450Z,-6.351,148.763,33,7,mwc,,,,1.12,us,usp0009huj,2015-03-20T17:37:10.005Z,"New Britain region, Papua New Guinea",earthquake
1999-12-06T23:12:33.920Z,57.413,-154.489,66,7,mwc,,,,1.16,us,usp0009jj1,2015-02-12T20:10:34.682Z,"Kodiak Island region, Alaska",earthquake
2001-10-31T09:10:20.000Z,-5.912,150.196,33,7,mwc,254,,,0.92,us,usp000arz5,2015-03-20T17:49:48.962Z,"New Britain region, Papua New Guinea",earthquake
1908-12-12T12:54:57.000Z,26.948,96.773,15,7,mw,,,,,iscgem,iscgem16958007,2015-02-12T20:44:02.103Z,Myanmar,earthquake
1908-12-28T04:20:26.000Z,38,15.349,15,7,mw,,,,,iscgem,iscgem16958009,2015-02-12T23:28:27.556Z,"Sicily, Italy",earthquake
1909-10-20T23:41:22.000Z,28.074,69.333,35,7,mw,,,,,iscgem,iscgem16958054,2015-02-12T22:19:38.887Z,Pakistan,earthquake
1914-10-03T22:07:07.000Z,37.629,30.021,15,7,mw,,,,,iscgem,iscgem914008,2015-02-12T20:57:08.712Z,western Turkey,earthquake
1915-11-01T07:23:53.000Z,38.594,143.021,30,7,mw,,,,,iscgem,iscgem913949,2015-01-24T18:07:43.000Z,"off the east coast of Honshu, Japan",earthquake
1916-01-24T06:55:13.000Z,40.074,37.329,15,7,mw,,,,,iscgem,iscgem913755,2015-02-12T22:06:47.236Z,central Turkey,earthquake
1916-02-06T21:51:33.000Z,50.459,179.051,15,7,mw,,,,,iscgem,iscgem913761,2015-02-12T23:02:10.465Z,"Rat Islands, Aleutian Islands, Alaska",earthquake
1916-08-28T06:39:41.000Z,29.73,80.745,20,7,mw,,,,,iscgem,iscgem913843,2015-02-12T23:19:10.494Z,Nepal-India border region,earthquake
1918-05-20T18:03:40.000Z,-2.268,153.171,15,7,mw,,,,,iscgem,iscgem913148,2015-02-12T22:38:18.970Z,"New Ireland region, Papua New Guinea",earthquake
1920-03-20T18:31:25.000Z,-35.848,-110.726,10,7,mw,,,,,iscgem,iscgem912460,2015-02-12T21:40:53.580Z,southern East Pacific Rise,earthquake
1920-05-13T01:48:44.000Z,-3.65,144,25,7,mw,,,,,iscgem,iscgem912492,2015-02-12T23:32:38.637Z,"near the north coast of New Guinea, Papua New Guinea",earthquake
1921-02-04T08:22:41.000Z,15.681,-90.805,15,7,mw,,,,,iscgem,iscgem912158,2015-02-12T20:59:53.993Z,Guatemala,earthquake
1921-04-02T09:36:53.000Z,23.801,124.829,15,7,mw,,,,,iscgem,iscgem912199,2015-02-12T20:22:13.070Z,"southwestern Ryukyu Islands, Japan",earthquake
1922-05-09T13:50:30.000Z,-9.272,118.683,35,7,mw,,,,,iscgem,iscgem911893,2015-02-12T22:55:06.335Z,"Sumbawa region, Indonesia",earthquake
1922-10-14T23:46:52.000Z,24.613,121.325,15,7,mw,,,,,iscgem,iscgem912041,2015-02-12T22:55:05.694Z,Taiwan,earthquake
1922-11-07T23:00:17.000Z,-28.365,-71.96,25,7,mw,,,,,iscgem,iscgem912057,2015-02-12T21:41:40.080Z,"offshore Atacama, Chile",earthquake
1923-03-02T16:48:34.000Z,7.619,124.857,15,7,mw,,,,,iscgem,iscgem911301,2015-02-12T22:02:39.714Z,"Mindanao, Philippines",earthquake
1923-03-24T12:40:17.000Z,31.295,100.75,15,7,mw,,,,,iscgem,iscgem911322,2015-02-12T20:43:04.781Z,"western Sichuan, China",earthquake
1923-05-04T16:26:48.000Z,55.828,-156.832,25,7,mw,,,,,iscgem,iscgem911354,2015-02-12T20:08:41.068Z,south of Alaska,earthquake
1923-07-13T11:13:41.000Z,30.967,131.082,35,7,mw,,,,,iscgem,iscgem911446,2015-01-24T18:07:44.000Z,"Kyushu, Japan",earthquake
1923-11-04T00:04:35.000Z,-4.619,153.001,35,7,mw,,,,,iscgem,iscgem911715,2015-02-12T20:28:02.488Z,"New Ireland region, Papua New Guinea",earthquake
1924-07-03T04:40:12.000Z,36.983,84.164,10,7,mw,,,,,iscgem,iscgem911007,2015-02-12T23:00:37.711Z,"southern Xinjiang, China",earthquake
1924-08-14T18:02:41.000Z,36.135,141.387,15,7,mw,,,,,iscgem,iscgem911061,2015-02-12T22:09:33.821Z,"near the east coast of Honshu, Japan",earthquake
1925-04-16T19:52:41.000Z,21.788,121.1,15,7,mw,,,,,iscgem,iscgem910450,2015-02-12T22:02:15.071Z,Taiwan region,earthquake
1925-06-03T04:33:54.000Z,1.292,126.01,15,7,mw,,,,,iscgem,iscgem910524,2015-02-12T22:46:43.936Z,Molucca Sea,earthquake
1925-06-09T13:40:23.000Z,-4.015,143.467,25,7,mw,,,,,iscgem,iscgem910532,2015-02-12T22:34:46.930Z,"New Guinea, Papua New Guinea",earthquake
1925-08-19T12:07:32.000Z,55.35,167.086,15,7,mw,,,,,iscgem,iscgem910653,2015-02-12T22:46:12.520Z,"Komandorskiye Ostrova, Russia region",earthquake
1925-11-16T11:55:01.000Z,18.496,-106.846,15,7,mw,,,,,iscgem,iscgem910739,2015-02-12T22:02:46.633Z,"off the coast of Jalisco, Mexico",earthquake
1926-03-21T14:19:09.000Z,-60.879,-23.662,10,7,mw,,,,,iscgem,iscgem909780,2015-02-12T23:06:06.849Z,South Sandwich Islands region,earthquake
1926-03-27T10:48:39.000Z,-8.943,157.446,15,7,mw,,,,,iscgem,iscgem909794,2015-02-12T22:11:32.044Z,Solomon Islands,earthquake
1926-08-25T05:44:46.000Z,-23.145,172.139,20,7,mw,,,,,iscgem,iscgem910072,2015-02-12T23:50:06.434Z,southeast of the Loyalty Islands,earthquake
1926-09-02T01:21:51.000Z,-34.455,57.906,10,7,mw,,,,,iscgem,iscgem910080,2015-02-12T21:32:09.191Z,South Indian Ocean,earthquake
1926-10-13T19:08:18.000Z,51.49,-175.288,40,7,mw,,,,,iscgem,iscgem910162,2015-02-12T22:10:15.276Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1926-11-05T07:55:27.000Z,12.598,-86.875,15,7,mw,,,,,iscgem,iscgem910221,2015-02-12T21:34:07.673Z,Nicaragua,earthquake
1927-02-16T01:35:26.000Z,46.545,153.553,15,7,mw,,,,,iscgem,iscgem909092,2015-02-12T22:44:23.941Z,Kuril Islands,earthquake
1927-03-07T09:27:42.000Z,35.632,135.013,10,7,mw,,,,,iscgem,iscgem909128,2015-02-12T22:20:57.538Z,"western Honshu, Japan",earthquake
1927-08-05T21:12:58.000Z,37.631,142.217,35,7,mw,,,,,iscgem,iscgem909429,2015-02-12T23:46:40.765Z,"off the east coast of Honshu, Japan",earthquake
1928-01-06T19:31:59.000Z,0.34,35.86,15,7,mw,,,,,iscgem,iscgem908452,2015-02-12T22:20:56.180Z,Kenya,earthquake
1928-03-29T05:06:05.000Z,31.748,137.858,405,7,mw,,,,,iscgem,iscgem908573,2015-02-12T23:00:46.869Z,"Izu Islands, Japan region",earthquake
1928-12-02T04:20:25.000Z,-35.685,-72.812,30,7,mw,,,,,iscgem,iscgem908989,2015-02-12T23:42:36.033Z,"offshore Maule, Chile",earthquake
1928-12-07T09:14:07.000Z,-4.191,133.836,15,7,mw,,,,,iscgem,iscgem908999,2015-02-12T22:09:52.136Z,"near the south coast of Papua, Indonesia",earthquake
1929-03-09T10:50:30.000Z,-42.968,172.03,20,7,mw,,,,,iscgem,iscgem907935,2015-02-12T23:45:30.030Z,South Island of New Zealand,earthquake
1929-07-05T14:19:09.000Z,51.473,-178.152,35,7,mw,,,,,iscgem,iscgem908189,2015-02-12T21:15:46.576Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1929-11-17T03:43:18.000Z,6.484,126.301,35,7,mw,,,,,iscgem,iscgem908392,2015-02-12T21:35:53.945Z,"Mindanao, Philippines",earthquake
1930-03-26T07:12:08.000Z,-7.738,125.808,10,7,mw,,,,,iscgem,iscgem907286,2015-02-12T22:42:06.367Z,"Kepulauan Barat Daya, Indonesia",earthquake
1930-06-11T00:49:48.000Z,-6.231,148.854,35,7,mw,,,,,iscgem,iscgem907442,2015-02-12T20:31:03.345Z,"New Britain region, Papua New Guinea",earthquake
1930-11-09T19:08:39.000Z,-0.412,132.454,25,7,mw,,,,,iscgem,iscgem907729,2015-02-12T21:14:35.856Z,"near the north coast of Papua, Indonesia",earthquake
1931-02-10T06:34:34.000Z,-5.412,102.557,35,7,mw,,,,,iscgem,iscgem906621,2015-02-12T22:25:06.266Z,"southern Sumatra, Indonesia",earthquake
1931-08-07T02:11:44.000Z,-3.417,142.077,35,7,mw,,,,,iscgem,iscgem906921,2015-02-12T22:54:32.164Z,"near the north coast of New Guinea, Papua New Guinea",earthquake
1931-10-03T21:18:17.000Z,-12.131,161.333,15,7,mw,,,,,iscgem,iscgem907055,2015-02-12T22:47:52.191Z,Solomon Islands,earthquake
1931-10-03T22:47:46.000Z,-10.931,161.414,15,7,mw,,,,,iscgem,iscgem907057,2015-02-12T23:26:14.231Z,Solomon Islands,earthquake
1934-03-24T12:04:33.000Z,-10.108,160.827,15,7,mw,,,,,iscgem,iscgem904858,2015-02-12T22:09:03.955Z,Solomon Islands,earthquake
1935-04-20T22:02:01.000Z,24.294,120.675,15,7,mw,,,,,iscgem,iscgem904224,2015-02-12T20:42:51.860Z,Taiwan,earthquake
1935-09-04T01:37:44.000Z,22.324,121.299,15,7,mw,,,,,iscgem,iscgem904497,2015-02-12T21:06:55.765Z,Taiwan region,earthquake
1935-09-20T05:23:11.000Z,-3.776,142.64,35,7,mw,,,,,iscgem,iscgem904529,2015-02-12T21:28:35.436Z,"near the north coast of New Guinea, Papua New Guinea",earthquake
1935-10-12T16:45:24.000Z,40.199,143.304,15,7,mw,,,,,iscgem,iscgem904577,2015-02-12T23:52:01.494Z,"off the east coast of Honshu, Japan",earthquake
1935-12-17T19:17:35.000Z,22.498,125.769,15,7,mw,,,,,iscgem,iscgem904700,2015-02-12T23:06:05.457Z,southeast of Taiwan,earthquake
1936-08-23T21:12:16.000Z,5.316,94.719,50,7,mw,,,,,iscgem,iscgem903800,2015-02-12T21:12:12.460Z,"northern Sumatra, Indonesia",earthquake
1936-10-05T09:44:21.000Z,1.642,126.354,15,7,mw,,,,,iscgem,iscgem903866,2015-02-12T23:51:14.968Z,Molucca Sea,earthquake
1937-07-22T17:09:33.000Z,64.726,-146.565,10,7,mw,,,,,iscgem,iscgem903173,2015-02-12T22:29:42.736Z,Central Alaska,earthquake
1938-01-24T10:31:50.000Z,-60.679,-35.937,10,7,mw,,,,,iscgem,iscgem902341,2015-02-12T21:39:59.659Z,Scotia Sea,earthquake
1938-08-16T04:28:01.000Z,22.752,93.915,75,7,mw,,,,,iscgem,iscgem902629,2015-02-12T22:28:02.977Z,Myanmar-India border region,earthquake
1938-08-29T15:22:24.000Z,12.065,124.101,15,7,mw,,,,,iscgem,iscgem902648,2015-02-12T20:58:51.897Z,"Samar, Philippines",earthquake
1938-12-16T17:21:23.000Z,-45.737,167.214,15,7,mw,,,,,iscgem,iscgem902871,2015-02-12T21:01:03.331Z,South Island of New Zealand,earthquake
1939-02-03T05:26:23.000Z,-9.386,159.439,15,7,mw,,,,,iscgem,iscgem901807,2015-02-12T23:08:31.881Z,Solomon Islands,earthquake
1939-04-05T16:42:44.000Z,-19.881,168.973,30,7,mw,,,,,iscgem,iscgem901890,2015-02-12T21:27:57.456Z,Vanuatu,earthquake
1939-04-21T04:29:07.000Z,47.643,139.637,530,7,mw,,,,,iscgem,iscgem901907,2015-02-12T20:24:48.399Z,"Primor'ye, Russia",earthquake
1939-05-01T05:58:30.000Z,39.945,139.682,10,7,mw,,,,,iscgem,iscgem901919,2015-02-12T21:55:06.397Z,"near the west coast of Honshu, Japan",earthquake
1939-05-02T13:14:54.000Z,29.268,-113.54,10,7,mw,,,,,iscgem,iscgem901929,2015-01-24T18:07:46.000Z,"Baja California, Mexico",earthquake
1939-10-10T18:31:59.000Z,38.53,143.085,20,7,mw,,,,,iscgem,iscgem902187,2015-02-12T22:17:18.073Z,"off the east coast of Honshu, Japan",earthquake
1940-08-13T15:36:47.000Z,36.019,132.276,10,7,mw,,,,,iscgem,iscgem901531,2015-01-24T18:07:46.000Z,Sea of Japan,earthquake
1940-10-11T18:41:19.000Z,-42.041,-73.63,35,7,mw,,,,,iscgem,iscgem901645,2015-02-12T21:33:21.680Z,"Isla Chiloe, Los Lagos, Chile",earthquake
1941-11-05T17:38:49.000Z,12.842,123.467,15,7,mw,,,,,iscgem,iscgem901063,2015-02-12T21:59:21.426Z,"Masbate region, Philippines",earthquake
1941-12-06T21:24:49.000Z,8.523,-84.528,15,7,mw,,,,,iscgem,iscgem901109,2015-02-12T22:51:13.764Z,off the coast of Costa Rica,earthquake
1942-06-14T03:09:53.000Z,14.637,147.822,15,7,mw,,,,,iscgem,iscgem900329,2015-02-12T21:43:27.066Z,Mariana Islands region,earthquake
1942-06-24T11:16:30.000Z,-41.186,175.868,15,7,mw,,,,,iscgem,iscgem900349,2015-02-12T21:44:05.741Z,North Island of New Zealand,earthquake
1942-12-20T14:03:09.000Z,40.87,36.732,10,7,mw,,,,,iscgem,iscgem900592,2015-02-12T20:44:37.395Z,central Turkey,earthquake
1943-03-09T09:48:59.000Z,-60.371,-28.36,20,7,mw,,,,,iscgem,iscgem899742,2015-02-12T23:00:00.362Z,South Sandwich Islands region,earthquake
1943-07-23T14:53:10.000Z,-8.591,109.803,60,7,mw,,,,,iscgem,iscgem899940,2015-02-12T21:47:37.024Z,"Java, Indonesia",earthquake
1943-09-10T08:37:00.000Z,35.448,133.993,15,7,mw,,,,,iscgem,iscgem899991,2015-02-12T20:58:48.279Z,"western Honshu, Japan",earthquake
1943-12-23T19:00:14.000Z,-5.567,153.832,35,7,mw,,,,,iscgem,iscgem900139,2015-01-24T18:07:47.000Z,"New Ireland region, Papua New Guinea",earthquake
1944-01-15T23:49:32.000Z,-31.372,-68.436,15,7,mw,,,,,iscgem,iscgem899270,2015-02-12T22:59:02.477Z,"San Juan, Argentina",earthquake
1944-06-28T07:58:56.000Z,14.315,-92.894,25,7,mw,,,,,iscgem,iscgem899448,2015-02-12T20:34:10.712Z,"offshore Chiapas, Mexico",earthquake
1944-10-05T17:28:34.000Z,-22.174,171.768,120,7,mw,,,,,iscgem,iscgem899567,2015-02-12T23:40:05.179Z,southeast of the Loyalty Islands,earthquake
1945-04-15T02:35:29.000Z,57.401,163.641,35,7,mw,,,,,iscgem,iscgem898885,2015-02-12T20:49:30.481Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
1946-08-08T13:28:33.000Z,19.538,-69.657,15,7,mw,,,,,iscgem,iscgem898519,2015-02-12T20:19:35.466Z,Dominican Republic region,earthquake
1946-11-01T11:14:28.000Z,51.752,-174.453,25,7,mw,,,,,iscgem,iscgem898643,2015-02-12T22:55:35.961Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1947-03-25T20:32:37.000Z,-38.951,177.562,165,7,mw,,,,,iscgem,iscgem897790,2015-02-12T22:45:56.572Z,North Island of New Zealand,earthquake
1947-06-07T18:47:51.000Z,11.182,124.658,15,7,mw,,,,,iscgem,iscgem897883,2015-02-12T22:34:19.854Z,"Leyte, Philippines",earthquake
1947-06-12T09:02:28.000Z,1.201,126.156,15,7,mw,,,,,iscgem,iscgem897890,2015-02-12T23:17:15.827Z,Molucca Sea,earthquake
1947-06-13T20:24:59.000Z,21.722,145.567,35,7,mw,,,,,iscgem,iscgem897893,2015-02-12T23:35:33.202Z,Mariana Islands region,earthquake
1947-11-04T00:09:14.000Z,44.01,140.78,15,7,mw,,,,,iscgem,iscgem898109,2015-02-12T23:51:59.526Z,eastern Sea of Japan,earthquake
1948-03-03T09:09:56.000Z,18.79,118.915,15,7,mw,,,,,iscgem,iscgem897220,2015-01-24T18:07:47.000Z,Philippine Islands region,earthquake
1948-08-25T06:09:28.000Z,-24.567,-64.482,30,7,mw,,,,,iscgem,iscgem897515,2015-02-12T20:22:26.917Z,"Salta, Argentina",earthquake
1949-03-27T06:34:09.000Z,2.443,127.637,60,7,mw,,,,,iscgem,iscgem896433,2015-02-12T22:46:09.921Z,Molucca Sea,earthquake
1951-08-13T18:33:38.000Z,41.289,32.96,25,7,mw,,,,,iscgem,iscgem894620,2015-02-12T21:47:22.761Z,central Turkey,earthquake
1951-10-22T05:43:07.000Z,23.775,121.393,20,7,mw,,,,,iscgem,iscgem894828,2015-02-12T22:30:04.953Z,Taiwan,earthquake
1951-11-06T16:40:14.000Z,47.297,154.05,35,7,mw,,,,,iscgem,iscgem894891,2015-02-12T21:23:52.303Z,Kuril Islands,earthquake
1952-02-14T03:38:17.000Z,-7.78,126.493,25,7,mw,,,,,iscgem,iscgem892487,2015-02-12T20:44:46.777Z,"Kepulauan Barat Daya, Indonesia",earthquake
1952-12-06T10:41:22.000Z,-8.229,156.434,15,7,mw,,,,,iscgem,iscgem893860,2015-02-12T21:50:50.326Z,Solomon Islands,earthquake
1953-01-05T07:48:28.000Z,53.631,170.973,21.3,7,mw,,,,,iscgem,iscgem891410,2015-02-12T22:58:39.110Z,"Near Islands, Aleutian Islands, Alaska",earthquake
1954-02-11T00:30:20.000Z,38.956,101.217,25,7,mw,,,,,iscgem,iscgem890326,2015-02-12T20:58:12.585Z,"Gansu, China",earthquake
1955-01-05T00:50:21.000Z,-50.075,162.851,15,7,mw,,,,,iscgem,iscgem889080,2015-02-12T20:42:23.853Z,"Auckland Islands, New Zealand region",earthquake
1955-03-22T14:05:09.000Z,-9.101,91.653,20,7,mw,,,,,iscgem,iscgem889351,2015-02-12T20:59:15.017Z,South Indian Ocean,earthquake
1955-04-19T20:24:10.000Z,-30.128,-71.935,15,7,mw,,,,,iscgem,iscgem889444,2015-02-12T22:23:47.532Z,"offshore Coquimbo, Chile",earthquake
1955-05-17T14:49:55.000Z,6.828,93.869,25.3,7,mw,,,,,iscgem,iscgem889535,2015-02-12T23:25:33.086Z,"Nicobar Islands, India region",earthquake
1956-01-10T08:52:43.000Z,-26.43,-175.241,35,7,mw,,,,,iscgem,iscgem887807,2015-02-12T20:49:54.065Z,south of Tonga,earthquake
1956-01-16T23:37:45.000Z,-0.727,-80.213,20,7,mw,,,,,iscgem,iscgem887842,2015-02-12T23:51:51.341Z,near the coast of Ecuador,earthquake
1957-03-11T14:55:24.000Z,51.339,-178.602,25,7,mw,,,,,iscgem,iscgem886103,2015-02-12T23:24:20.082Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1957-04-10T11:30:03.000Z,55.869,-153.964,15,7,mw,,,,,iscgem,iscgem886362,2015-02-12T21:29:21.290Z,south of Alaska,earthquake
1958-11-12T20:23:33.000Z,44.215,148.754,35,7,mw,,,,,iscgem,iscgem885493,2015-02-12T22:06:58.812Z,Kuril Islands,earthquake
1959-01-22T05:10:32.000Z,37.492,142.33,35,7,mw,,,,,iscgem,iscgem881240,2015-02-12T23:36:38.039Z,"off the east coast of Honshu, Japan",earthquake
1959-08-17T21:04:48.000Z,-7.776,156.328,25,7,mw,,,,,iscgem,iscgem882668,2015-02-12T23:49:31.697Z,Solomon Islands,earthquake
1959-12-14T23:22:03.000Z,-59.935,-26.266,25,7,mw,,,,,iscgem,iscgem883464,2015-02-12T20:17:43.578Z,South Sandwich Islands region,earthquake
1960-03-23T00:23:28.000Z,39.635,143.316,15,7,mw,,,,,iscgem,iscgem878607,2015-02-12T23:25:51.129Z,"off the east coast of Honshu, Japan",earthquake
1960-06-20T02:01:14.000Z,-38.154,-72.917,25,7,mw,,,,,iscgem,iscgem879577,2015-02-12T20:59:29.838Z,"Araucania, Chile",earthquake
1961-01-16T12:12:30.000Z,36.226,141.815,30,7,mw,,,,,iscgem,iscgem875970,2015-02-12T22:52:59.385Z,"near the east coast of Honshu, Japan",earthquake
1961-03-07T10:10:40.000Z,-28.866,-175.568,30,7,mw,,,,,iscgem,iscgem876217,2015-02-12T22:52:04.859Z,Kermadec Islands region,earthquake
1961-04-13T16:34:44.000Z,39.762,77.712,35,7,mw,,,,,iscgem,iscgem17290245,2015-02-12T21:21:54.070Z,"southern Xinjiang, China",earthquake
1961-07-18T14:03:41.000Z,29.692,131.683,30.6,7,mw,,,,,iscgem,iscgem877000,2015-02-12T20:15:40.277Z,"southeast of the Ryukyu Islands, Japan",earthquake
1962-05-11T14:11:54.000Z,16.96,-99.741,25,7,mw,,,,,iscgem,iscgem17291824,2015-02-12T22:52:59.695Z,"Guerrero, Mexico",earthquake
1962-09-01T19:20:41.000Z,35.656,49.843,15,7,mw,,,,,iscgem,iscgem17292570,2015-02-12T21:32:10.822Z,western Iran,earthquake
1963-08-25T12:18:14.000Z,-17.628,-178.684,570,7,mw,,,,,iscgem,iscgem872971,2015-02-12T20:40:25.419Z,Fiji region,earthquake
1963-10-12T11:27:00.000Z,44.647,149.225,37.5,7,mw,,,,,iscgem,iscgem873224,2015-02-12T23:06:04.451Z,Kuril Islands,earthquake
1963-12-15T19:34:47.000Z,-4.813,108.045,661.5,7,mw,,,,,iscgem,iscgem17294667,2015-02-12T20:24:34.805Z,Java Sea,earthquake
1964-04-02T01:11:50.000Z,5.57,95.374,60,7,mw,,,,,iscgem,iscgem868224,2015-02-12T22:59:46.059Z,"northern Sumatra, Indonesia",earthquake
1964-05-07T07:58:15.000Z,40.328,138.969,20,7,mw,,,,,iscgem,iscgem867525,2015-02-12T23:17:57.787Z,eastern Sea of Japan,earthquake
1964-08-13T00:31:15.000Z,-5.557,154.249,388.3,7,mw,,,,,iscgem,iscgem865091,2015-02-12T20:28:25.226Z,"Bougainville region, Papua New Guinea",earthquake
1965-02-23T22:11:47.000Z,-25.633,-70.679,35,7,mw,,,,,iscgem,iscgem860516,2015-02-12T21:25:14.348Z,"near the coast of Antofagasta, Chile",earthquake
1965-06-11T03:33:47.000Z,44.608,149.022,40.7,7,mw,,,,,iscgem,iscgem855990,2015-02-12T20:11:55.276Z,Kuril Islands,earthquake
1965-09-04T14:32:51.000Z,58.09,-152.525,27.8,7,mw,,,,,iscgem,iscgem853605,2015-02-12T20:57:27.745Z,"Kodiak Island region, Alaska",earthquake
1966-06-22T20:29:07.000Z,-7.24,124.583,531.8,7,mw,,,,,iscgem,iscgem846755,2015-02-12T23:22:07.648Z,Banda Sea,earthquake
1966-10-19T08:01:34.000Z,-1.571,-15.611,15,7,mw,,,,,iscgem,iscgem842636,2015-02-12T23:09:34.545Z,north of Ascension Island,earthquake
1967-01-05T00:14:41.000Z,48.168,103.036,13.2,7,mw,,,,,iscgem,iscgem839412,2015-02-12T23:36:36.397Z,central Mongolia,earthquake
1967-02-09T15:24:49.000Z,2.849,-74.798,55,7,mw,,,,,iscgem,iscgem838623,2015-02-12T22:40:54.955Z,Colombia,earthquake
1967-02-13T23:14:24.000Z,52.812,-34.14,10,7,mw,,,,,iscgem,iscgem838773,2015-02-12T20:24:47.764Z,Reykjanes Ridge,earthquake
1967-02-15T16:11:12.000Z,-9.163,-71.274,600.4,7,mw,,,,,iscgem,iscgem838830,2015-02-12T22:59:05.425Z,Peru-Brazil border region,earthquake
